Time, Lat, Long, Course (Degs), Speed (M/Sec)
12/12/2014 12:00:00, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:00:00, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:00:05, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:00:10, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:00:15, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:00:20, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:00:25, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:00:30, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:00:35, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:00:40, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:00:45, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:00:50, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:00:55, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:01:00, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:01:05, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:01:10, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:01:15, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:01:20, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:01:25, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:01:30, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:01:35, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:01:40, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:01:45, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:01:50, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:01:55, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:02:00, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:02:05, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:02:10, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:02:15, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:02:20, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:02:25, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:02:30, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:02:35, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
12/12/2014 12:02:40, 0.008999280057595392, -0.004499640028797696, 0.0, 0.0
